,A,B,C,D
0,0.279508497187,0.279508497187,0.279508497187,0.279508497187
1,0.408248290464,0.408248290464,0.408248290464,0.408248290464
2,0.258198889747,0.258198889747,0.258198889747,0.258198889747
3,0.4472135955,0.4472135955,0.408248290464,0.408248290464
4,0.37267799625,0.390022779585,0.342727379489,0.382047844058
5,0.264575131106,0.256436419387,0.256436419387,0.256436419387
6,0.345795680681,0.349540869491,0.349540869491,0.366681885507
7,0.374350648863,0.357118140519,0.374350648863,0.374350648863
8,0.368567275724,0.352323635943,0.352323635943,0.352323635943
9,0.290081385603,0.282206298752,0.284858223105,0.277119910584
10,0.25893090163,0.25893090163,0.255261472546,0.255261472546
11,0.353553390593,0.353553390593,0.353553390593,0.353553390593
12,0.242076711427,0.242076711427,0.248964798866,0.242076711427
13,0.252412185438,0.252412185438,0.263157894737,0.264575131106
14,0.285714285714,0.285714285714,0.297921795862,0.311804782231
15,0.381924948997,0.381924948997,0.381924948997,0.403980197534
16,0.267261241912,0.277350098113,0.258198889747,0.258198889747
17,0.249763593328,0.24052284646,0.242956328952,0.24052284646
18,0.311804782231,0.311804782231,0.353553390593,0.335299918734
19,0.25,0.242535625036,0.25,0.242535625036
20,0.207846096908,0.207846096908,0.20351933162,0.20351933162
21,0.408248290464,0.377964473009,0.377964473009,0.377964473009
22,0.408248290464,0.333333333333,0.316227766017,0.333333333333
23,0.294437311581,0.267261241912,0.288159796246,0.277350098113
24,0.309180022804,0.304240009649,0.30761680574,0.33126077438
25,0.210662522117,0.212761579501,0.20621349492,0.20203050891
26,0.377964473009,0.367290989396,0.375475296454,0.375475296454
27,0.311448230048,0.311448230048,0.323080411633,0.323080411633
28,0.288675134595,0.267261241912,0.288675134595,0.288675134595
29,0.267261241912,0.267261241912,0.267261241912,0.267261241912
30,0.287183926381,0.287183926381,0.307253042512,0.277331127518
31,0.332162057817,0.349302932405,0.309294787066,0.323406612076
32,0.319258951699,0.30775717105,0.318670792635,0.296078005245
33,0.247757802241,0.275270651936,0.253671268428,0.269259371973
34,0.374952755905,0.374952755905,0.353553390593,0.374952755905
35,0.304428807874,0.319658422943,0.319658422943,0.338901635314
36,0.241188194471,0.241188194471,0.234520787991,0.234520787991
37,0.297921795862,0.285714285714,0.285714285714,0.297921795862
38,0.258198889747,0.267261241912,0.267261241912,0.267261241912
39,0.283278861866,0.273481706458,0.247435829653,0.271461270873
40,0.4472135955,0.408248290464,0.408248290464,0.408248290464
41,0.333144315267,0.31746031746,0.333144315267,0.333144315267
42,0.274491067669,0.269138595446,0.269138595446,0.274491067669
43,0.239681948774,0.238752290951,0.240837511416,0.240599531572
44,0.368513865595,0.368513865595,0.395284707521,0.368513865595
45,0.297998043875,0.298977850521,0.300745941491,0.300745941491
46,0.244948974278,0.272165526976,0.256405820208,0.273861278753
47,0.323377492653,0.308372681919,0.333333333333,0.314918328649
48,0.286784891834,0.286784891834,0.286784891834,0.286784891834
49,0.25,0.258198889747,0.25,0.25
50,0.242076711427,0.24052284646,0.234520787991,0.222710574513
51,0.280059447414,0.280059447414,0.280059447414,0.280059447414
52,0.274896674804,0.4,0.35364377548,0.313146837487
53,0.408248290464,0.353553390593,0.377964473009,0.353553390593
54,0.277450086134,0.266850743912,0.269469794865,0.259612878119
55,0.260578653324,0.2484519975,0.241188194471,0.228372929682
56,0.33384083654,0.346378000653,0.328029800926,0.34015322292
57,0.222680885708,0.228372929682,0.235702260396,0.234520787991
58,0.288675134595,0.267261241912,0.274873708375,0.274873708375
59,0.225287501122,0.225287501122,0.220157642963,0.220157642963
60,0.333333333333,0.333333333333,0.333333333333,0.353553390593
61,0.316227766017,0.288675134595,0.311804782231,0.301511344578
62,0.220157642963,0.237092846268,0.231455024943,0.220157642963
63,0.353553390593,0.408248290464,0.333333333333,0.316227766017
64,0.333333333333,0.333333333333,0.333333333333,0.333333333333
65,0.27603870391,0.27603870391,0.27603870391,0.27603870391
66,0.316227766017,0.316227766017,0.333333333333,0.316227766017
67,0.234279687639,0.247112515211,0.247112515211,0.247112515211
68,0.235702260396,0.235702260396,0.235702260396,0.235702260396
69,0.251107129185,0.263111439952,0.251107129185,0.256217998444
70,0.287181967508,0.287181967508,0.265198682701,0.271284837649
71,0.258232067951,0.251878531132,0.256405820208,0.256405820208
72,0.290593262903,0.290593262903,0.303045763366,0.303045763366
73,0.398593113004,0.398593113004,0.398593113004,0.398593113004
74,0.293650604911,0.299210005212,0.305167543308,0.305167543308
75,0.327325372882,0.327325372882,0.327325372882,0.327325372882
