,A,B,C,D
0,0.564685957811,0.61699053771,0.520164795278,0.564374128561
1,-0.132966932001,0.233224581725,-0.022618588421,-0.127432810899
2,0.34627823839,0.279330090355,0.385951260909,0.367700905078
3,0.386479591242,0.223195297454,0.330730532343,0.34106437847
4,0.897885593975,0.96138682655,0.529724038059,0.661194298378
5,-0.0534939921944,0.198497285053,-0.0218566135458,0.0927296052891
6,0.114602530065,0.0915978387371,0.18656528294,0.14479357111
7,0.398665450053,0.465552153098,0.877633347525,0.648965566908
8,0.269973370092,0.143850964934,0.129805728104,0.213452167782
9,0.418098795711,0.401857756768,0.429403102981,0.412551803453
10,0.236056850158,0.232472687982,0.491226501348,0.507475259489
11,0.0160930124608,0.0639247380454,0.274553563969,0.114153523082
12,0.329814284473,0.453625070624,0.280379044081,0.385443193631
13,0.322835086941,0.445316021481,0.299333169549,0.430820069179
14,0.164448936191,0.216751768801,0.0741660775432,0.056003889487
15,0.294058339096,0.222448574778,0.17655842858,0.339593118153
16,0.0751477955763,0.211220341514,0.210664511311,0.341061689382
17,0.623657602847,0.407120896676,0.14615258572,0.573157684905
18,0.122582134224,0.181622092311,0.403660949963,0.262936979942
19,0.142137187865,0.314098400824,0.116208145838,0.117068627888
20,0.418418290758,0.541338062087,0.478532831009,0.408962481113
21,0.438789478524,0.177235262653,0.441615929655,0.478895691888
22,0.0202385027754,0.326275742399,0.251898705771,0.161039076144
23,0.400854970589,0.422210740406,0.216271296135,0.617586525754
24,0.151062807375,0.0236161618479,0.235323123641,0.321437576043
25,0.337212074102,0.787433988192,0.564665685337,0.578384401495
26,0.705332460379,0.0592751202822,0.901526564338,0.778724772193
27,0.176183913066,0.128905436853,0.439392384831,0.226449948195
28,0.579220935832,0.69320037415,0.639946205655,0.682116288489
29,0.277162608547,0.409818806748,0.503162350601,0.543786533673
30,0.526904311988,0.602951682165,0.717137742067,0.601043056078
31,0.169884852588,0.127193742648,0.225397595143,0.44868764255
32,0.285255752578,0.328658420717,0.385113666186,0.455710003709
33,0.469162227235,0.296356752776,0.559589613534,0.206252317895
34,0.519518925734,0.287871070086,0.372218307133,0.206295243295
35,0.561611527545,0.587942647835,0.610574672106,0.0235187822628
36,0.15459082165,0.251257330009,0.298867420843,0.233164776289
37,0.290267000024,0.336569356316,0.473997373292,0.159066165884
38,0.272121622502,0.339518712461,0.00133811001927,0.212318087027
39,0.427614677574,0.515085199314,0.459986454525,0.466099427138
40,0.318707611505,0.233223029162,0.330696710636,0.201743602826
41,0.241856906754,0.2990720861,0.715621979207,0.67062896047
42,0.200385014675,0.200385014675,0.20920410875,0.128464474822
43,0.32886088708,0.712345565229,0.768787659339,0.731174726821
44,-0.0755037091516,-0.0470743877436,-0.0117441811697,-0.0195818971721
45,0.540440834106,0.600022855612,0.469440226667,0.608775572987
46,0.598318719627,0.452472881968,0.293207550999,0.458720710188
47,0.653419517717,0.320569251915,0.247931248199,0.399586328384
48,0.263074984648,0.263074988399,0.263074980257,0.263074978255
49,0.261824609804,0.46958803209,0.280780954419,0.367571377965
50,0.413349633204,0.487247679866,0.26060434736,0.581808789549
51,0.0814541614004,0.171098224039,0.460605566023,0.0486092466479
52,0.504638521125,0.762508708975,0.655943829089,0.657544474974
53,0.0554801555885,0.145017834696,-0.0459864115219,0.139184969939
54,0.360402126245,0.363962843671,0.360402126245,0.363962843671
55,0.31140254432,0.466398443711,0.516896305803,0.603365210341
56,0.252692604349,0.260401989768,0.333878882662,0.37589048466
57,0.266429976521,0.209489243082,0.188111967695,0.272433072271
58,0.600789586824,0.546624190699,0.698131163884,0.812824343401
59,0.507365334017,0.0580266303149,0.216153577297,0.39709545026
60,0.445369356752,0.291124472698,0.303711149918,0.334734674863
61,0.534916223256,0.17258784343,0.609755668752,0.487771116376
62,0.298102588601,0.56533593567,0.522658851628,0.50410329146
63,0.0797023934018,0.210069338958,0.0444152614817,0.190250788975
64,0.154145560378,0.157516244664,0.218975680646,0.190280830909
65,0.978179466117,0.1175429479,0.833114312904,0.432049981663
66,0.390248746584,0.368752678061,0.38117295977,0.383907232576
67,0.539161059401,0.0552050686377,0.598521444812,0.589996233063
68,0.685151799644,0.512919378052,0.57566846156,0.438117170895
69,0.255674484957,0.391731461065,0.234008246745,0.495233434066
70,0.523192128069,0.5018298099,0.738269410157,0.646017968674
71,0.626737227817,0.545170615563,0.31414763905,0.258231807343
72,0.161619394287,0.21214206532,0.203392105907,0.199709250848
73,0.326667638842,0.395620033684,0.412685478014,0.40614184965
74,0.727607312014,0.76558121903,0.634750218437,0.67265494814
75,0.590880287348,0.638311279158,0.434479968226,0.636619413713
76,0.333845734427,0.377564961679,0.429457179325,0.511641307942
77,0.0584224666974,0.117183236818,0.379239806851,0.665717298559
78,0.467574854507,0.521246970702,0.501187240935,0.311738869384
79,0.633475816552,0.493980538657,0.614686105533,0.531008122717
80,0.696169006665,0.567644553916,0.765537760262,0.791838965511
81,0.216516665929,0.131166398948,0.285360180344,0.350136451326
82,0.363676093653,0.558677518548,0.407109297494,0.37780320753
83,0.429569186856,0.442314242523,0.431162269127,0.487440930145
84,0.172618726828,0.515755820213,0.322021450623,0.350460372197
85,0.357786832804,0.163209908063,0.163209908063,0.163209908063
86,-0.0560085233957,0.0422498023737,0.141213777342,0.107924480682
87,0.0747569368683,0.47555546096,0.354291812337,0.210793253931
88,0.317846048547,0.217404003458,0.234436254133,0.30013522677
89,0.504620715404,0.395254182858,0.25573557636,0.495202321371
90,0.380212870974,0.599846350093,0.0295281528374,0.365350049865
91,0.0980282727675,0.98967892602,0.351456809478,0.624836170241
92,0.122960018353,0.220038716749,0.276377031858,0.373194435907
93,0.530282888709,0.435934153364,0.530295428996,0.542549062504
94,0.368702837647,0.209154048357,0.447789433207,0.462354709532
95,0.492697620036,0.68982675634,0.372732244116,0.101824642271
96,0.23342792835,0.206871913845,0.279502872335,0.303820891289
97,0.113696980642,0.0702313618255,0.0146783176623,-0.0447212556421
98,0.483077021902,0.409229109497,0.335328377849,0.295110886698
99,0.666898611617,0.55446404801,0.744248911029,0.381712981851
100,0.55907095837,0.483823448726,0.470818176598,0.472642877206
101,0.378865049745,0.47903070777,0.41076823328,0.460961625886
102,-0.0169519076974,0.0537605819534,0.00138317458368,-0.0313271890937
103,0.537896649813,0.537896649813,0.722591393168,0.636594129501
104,0.198667702681,0.79134609708,0.289276609611,0.561788035037
105,0.16044116496,0.171534756457,0.487060984754,0.233497383354
106,0.144030238946,0.326564050334,0.192509593625,0.175170738768
107,0.641469807991,0.595535021218,0.643809560714,0.458094613121
108,0.208359474012,0.127090946761,0.0377820687165,0.301555456667
109,0.611870878903,0.606775386455,0.439686486106,0.627996215218
110,0.495292317884,0.605797344293,0.536785107763,0.435764261741
111,0.54423894125,0.509819977289,0.437032386828,0.364965636558
112,0.130583933276,0.130718198381,0.361352739297,0.38584864995
113,0.0976748589003,0.119933135962,-0.200260366167,-0.0587766932811
114,0.855141245323,0.834275046539,0.814591482885,0.787745659197
115,0.284959096283,0.47051526485,0.328839498654,0.525237559648
116,0.522142647785,0.560430164808,0.584411431151,0.603215964819
117,0.554022265625,0.467115010879,0.557647198653,0.50160381508
118,0.439634420274,0.558359315823,0.587344165787,0.35677783676
119,0.332675641474,0.242187275011,0.0646566891098,0.280452975017
120,0.362197839779,0.336964383198,0.355577409298,0.3310614755
