,A,B,C,D
0,0.407730457934,0.449015411351,0.364752926959,0.351798377734
1,0.132015948959,0.167172974601,0.158588480083,0.0450312987127
2,0.143791958045,0.320548474783,0.366202301867,0.430643036099
3,0.413309092597,0.150744124127,0.313762759526,0.459601680667
4,0.927427972846,0.93157334588,0.860711717596,0.880432234973
5,0.291560584901,0.303702519256,0.268604541797,0.352821901097
6,0.193136990345,0.200971701637,0.270078242886,0.34034804233
7,0.182266921373,0.250052525759,0.108819163958,0.319832211758
8,0.173724123041,0.121426654031,0.0553829852002,0.141559939235
9,0.565458652792,0.557725017603,0.579248886752,0.568656394074
10,0.333217974627,0.303340094045,0.379709501135,0.347258271122
11,0.266221956456,0.203202555767,0.27733652998,0.281674922935
12,0.245803725562,0.302837219804,0.17986041839,0.294313652227
13,0.282694580683,0.522755727674,0.32688747377,0.533582249361
14,0.239651080071,0.268561343338,0.31859894166,0.271762345344
15,0.157590853246,0.292275754177,0.167028584817,0.215803329686
16,0.277025519819,0.338920015998,0.303231727019,0.377448981975
17,0.460597415628,0.312115783327,0.369773126752,0.124183744106
18,0.241567362596,0.227708134797,0.585793730081,0.546153552314
19,0.159362435255,0.141317617074,0.0972774044778,0.0439816378959
20,0.197630546002,0.33370885128,0.296239098439,0.225225060982
21,0.394856389187,0.24415511009,0.408357513648,0.38929003578
22,0.260154769169,0.301989660296,0.30041448365,0.298997685374
23,0.235828572342,0.143591418186,0.0883462441696,0.409264459252
24,0.193543281367,0.168557019233,0.196655396556,0.122644610446
25,0.18196484437,0.368249793413,0.355614629586,0.577087808758
26,0.424212088198,0.414361949945,0.442550101909,0.415666344629
27,0.135743294083,0.119972752126,0.207026707937,0.0502669166009
28,0.44351316122,0.579236227969,0.312668638505,0.533258963631
29,0.171490852133,0.271612124329,0.289984064176,0.282785951359
30,0.461527771851,0.468128308104,0.627886775731,0.47263838702
31,0.0852054649043,0.249898661148,0.102241935441,0.239086793555
32,0.493328826843,0.506505780363,0.674801756406,0.596213283382
